"Query Name","Query Length","Hit Name","Hit Length",Location,E-value,Function,Browse
AT1G08810.1,843,Tc03v2_t013150.1,816,chr3:27618306..27620126,2e-07,"Protein ODORANT1","Gene Report JBrowse"
AT1G08810.1,843,Tc05v2_t006020.1,711,chr5:3603021..3604849,8e-07,"Myb domain protein 27, putative","Gene Report JBrowse"
AT1G08810.1,843,Tc05v2_t006020.2,744,chr5:3603021..3604849,8e-07,"Myb domain protein 27, putative","Gene Report JBrowse"
AT1G08810.1,843,Tc01v2_t006850.1,1041,chr1:3866977..3868698,3e-06,"Transcription factor RAX3","Gene Report JBrowse"
AT1G08810.1,843,Tc02v2_t031320.1,1461,chr2:41119230..41122421,3e-06,"Myb domain protein 101, putative","Gene Report JBrowse"
AT1G08810.1,843,Tc04v2_t025250.2,816,chr4:31483973..31485494,3e-06,"Transcription factor MYB108","Gene Report JBrowse"
AT1G08810.1,843,Tc04v2_t025250.1,960,chr4:31483973..31486084,3e-06,"Transcription factor MYB108","Gene Report JBrowse"
AT1G08810.1,843,Tc03v2_t020640.1,732,chr3:32501337..32502567,3e-06,"Myb domain protein 5","Gene Report JBrowse"
AT1G08810.1,843,Tc03v2_t021590.1,807,chr3:33111732..33113803,9e-06,"Protein ODORANT1","Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t027500.1,1326,chr5:39205652..39208038,6e-98,"Myb domain protein 61, putative isoform 1","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t027350.1,1359,chr1:32758310..32760478,2e-92,"Myb domain protein 55","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t001440.1,1116,chr3:1369397..1371478,3e-63,"Myb domain protein 86","Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t009310.2,1074,chr6:19480201..19482096,4e-56,MYB7,"Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t009310.1,1074,chr6:19479713..19482096,4e-56,MYB7,"Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t023840.1,1533,chr3:34443573..34450661,3e-51,"40S ribosomal protein S10-1","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t000180.1,1053,chr2:125685..127172,1e-49,"Putative Myb-related protein 308","Gene Report JBrowse"
AT1G09540.1,1101,Tc07v2_t015240.1,1014,chr7:20707165..20708773,8e-46,"Putative Transcription factor MYB26","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t019410.1,957,chr9:29311670..29314945,4e-43,"Putative Transcription factor MYB46","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t009300.1,924,chr4:19187433..19189861,9e-39,"Myb domain protein 20","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t034620.1,960,chr1:37046124..37048847,4e-37,"Putative Transcription factor MYB46","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t004220.1,804,chr1:2229435..2230918,2e-35,"Putative Transcription factor MYB23","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t014550.1,888,chr3:28697488..28700030,2e-33,"Putative Transcription factor LAF1","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t025610.1,1041,chr3:35414869..35416128,9e-33,"Putative Transcription factor MYB39","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t029430.1,1158,chr2:39986272..39988606,1e-31,"Myb domain protein 16, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t030490.1,963,chr1:34725947..34728711,4e-31,"Myb domain protein 17 isoform 1","Gene Report JBrowse"
AT1G09540.1,1101,Tc08v2_t015500.1,897,chr8:16915790..16917381,4e-31,"Transcription factor MYB3","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t002220.1,813,chr4:1554913..1556455,5e-30,"Myb-related protein 315","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t008620.1,957,chr1:5243088..5244379,5e-29,"Myb domain protein 93","Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t017940.1,1077,chr5:32163412..32165144,7e-28,"Myb domain protein 107","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t001320.1,681,chr1:688506..689783,7e-28,"Myb-related protein 308","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t023940.1,906,chr2:34607142..34608589,7e-28,"Putative Transcription factor TT2","Gene Report JBrowse"
AT1G09540.1,1101,Tc08v2_t009010.1,1011,chr8:5261744..5263256,3e-26,"Myb domain protein 93","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t031320.1,1461,chr2:41119230..41122421,1e-25,"Myb domain protein 101, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t021590.1,807,chr3:33111732..33113803,1e-25,"Protein ODORANT1","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t029450.1,1107,chr2:40014563..40016754,3e-25,"Myb domain 16-like protein","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t013150.1,816,chr3:27618306..27620126,3e-25,"Protein ODORANT1","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t005480.1,927,chr9:3107102..3108731,1e-24,"Myb domain protein 4, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t021530.1,807,chr1:27440799..27442681,4e-24,"Putative Myb-related protein Myb4","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t003700.1,714,chr3:4314442..4315899,4e-24,"Myb-related protein 308","Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t009770.1,897,chr6:19896827..19898583,1e-23,"Putative Transcription factor TT2","Gene Report JBrowse"
AT1G09540.1,1101,Tc08v2_t009010.2,1017,chr8:5261744..5263256,5e-23,"Myb domain protein 93","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t005470.1,897,chr9:3096888..3098447,5e-23,"Duplicated homeodomain-like superfamily protein","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t006990.1,909,chr9:4143603..4145643,5e-23,"Duplicated homeodomain-like superfamily protein","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t007600.1,1116,chr3:22167663..22169141,5e-23,"Uncharacterized protein","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t024070.1,897,chr1:30422634..30423838,2e-22,"Myb domain protein 4, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t029420.1,1119,chr2:39977762..39979667,6e-22,"Myb domain protein 106, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t025900.1,1266,chr1:31803772..31806174,2e-21,"MYB-like DNA-binding domain protein","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t005490.1,795,chr9:3116039..3117167,2e-21,"Putative Transcription factor TT2","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t009950.1,675,chr4:20286346..20287946,8e-21,"Transcription repressor MYB6","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t029410.1,954,chr2:39964354..39965655,3e-20,"Putative Transcription factor MYB76","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t005810.1,1053,chr4:11285087..11286935,3e-20,"Putative Transcription factor MYB35","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t007620.1,1188,chr3:22220059..22221829,3e-20,"Myb domain 16-like protein","Gene Report JBrowse"
AT1G09540.1,1101,Tc07v2_t002930.1,1758,chr7:1790846..1794198,9e-20,"Putative Myb-related protein 340","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t020830.1,873,chr4:29164092..29166180,1e-18,"Putative Myb-related protein Myb4","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t024320.1,1248,chr4:31028030..31031038,4e-18,"Myb domain protein 111, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t022720.1,699,chr5:36113351..36114752,1e-17,"Myb domain protein 15, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t009790.1,600,chr6:19917107..19918417,1e-17,"Myb domain protein 23","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t006960.1,912,chr9:4111054..4112659,1e-17,"Putative Transcription factor TT2","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t007280.1,1206,chr4:16065894..16068396,5e-17,"Myb domain protein 106","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t018690.1,840,chr3:31213223..31214813,6e-16,"R2r3-myb transcription factor, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t016610.1,1101,chr6:24484709..24486560,2e-15,"MYB-like 102","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t000830.1,636,chr4:604521..605659,2e-15,"Transcription factor WER","Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t016720.1,876,chr6:24538374..24540170,7e-15,"MYB21, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc06v2_t016720.2,798,chr6:24538374..24540138,7e-15,"MYB21, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t020740.1,918,chr5:34601360..34603264,9e-14,"Transcription repressor MYB5","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t030490.3,870,chr1:34725947..34727402,9e-14,"Myb domain protein 17 isoform 2","Gene Report JBrowse"
AT1G09540.1,1101,Tc01v2_t030490.2,852,chr1:34725947..34727982,9e-14,"Myb domain protein 17 isoform 2","Gene Report JBrowse"
AT1G09540.1,1101,Tc07v2_t005800.1,1068,chr7:4062290..4064035,9e-14,"MYB-like 102, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t005830.1,1026,chr5:3408850..3411042,3e-13,"Myb domain protein 36","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t029340.1,1005,chr9:37850130..37851796,3e-13,"Myb domain protein 36, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t009690.2,825,chr4:19830499..19834231,3e-13,"Transcription factor MYB113","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t021880.1,798,chr4:29791720..29793138,3e-13,"Myb domain protein 79 isoform 2","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t005680.1,1164,chr3:14803801..14805581,3e-13,"Duplicated homeodomain-like superfamily protein, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t020640.1,732,chr3:32501337..32502567,4e-12,"Myb domain protein 5","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t004330.1,951,chr9:2523861..2526399,1e-11,"Myb domain protein 84, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc09v2_t011250.1,756,chr9:7183913..7185290,5e-11,"Transcription factor MYB82","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t024310.1,1221,chr4:31024514..31026599,5e-11,"Myb domain protein 111, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc07v2_t014610.1,747,chr7:17664375..17665272,5e-11,MYB21,"Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t006020.1,711,chr5:3603021..3604849,2e-09,"Myb domain protein 27, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc05v2_t006020.2,744,chr5:3603021..3604849,2e-09,"Myb domain protein 27, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t014210.1,798,chr2:9443152..9445145,2e-09,"Putative Transcription factor MYB34","Gene Report JBrowse"
AT1G09540.1,1101,Tc02v2_t021820.1,633,chr2:32102606..32105967,7e-09,"Putative Transcription factor MYB23","Gene Report JBrowse"
AT1G09540.1,1101,Tc04v2_t024300.1,624,chr4:31022220..31023732,8e-08,"Myb-related protein 308","Gene Report JBrowse"
AT1G09540.1,1101,Tc03v2_t002680.1,936,chr3:2415186..2417520,1e-06,"Myb domain protein 62, putative","Gene Report JBrowse"
AT1G09540.1,1101,Tc08v2_t007020.1,1023,chr8:4026576..4028140,3e-06,"Myb domain protein 84","Gene Report JBrowse"
AT1G09700.1,1260,Tc08v2_t006210.1,1134,chr8:3380302..3382908,3e-96,"DsRNA-binding domain-like superfamily protein isoform 2","Gene Report JBrowse"
AT1G10370.1,684,Tc02v2_t020520.1,699,chr2:29525517..29526667,5e-78,"Glutathione S-transferase U17","Gene Report JBrowse"
AT1G10370.1,684,Tc02v2_t020540.1,702,chr2:29637300..29638548,2e-64,"Glutathione S-transferase U17","Gene Report JBrowse"
AT1G10370.1,684,Tc02v2_t020550.1,702,chr2:29648705..29649722,2e-50,"Glutathione S-transferase U17","Gene Report JBrowse"
AT1G10370.1,684,Tc01v2_t020510.1,669,chr1:25266051..25267364,4e-15,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc07v2_t011790.1,660,chr7:9784120..9786352,5e-14,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017570.1,675,chr4:27048244..27049265,1e-10,"Putative Glutathione transferase GST 23","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017660.1,675,chr4:27068601..27069697,1e-10,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017650.1,564,chr4:27065130..27066180,1e-10,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017640.1,675,chr4:27060379..27061460,1e-10,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017730.1,675,chr4:27094064..27095080,1e-09,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017580.1,663,chr4:27049541..27050545,4e-09,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc05v2_t002450.1,663,chr5:1280111..1281401,1e-08,"Glutathione S-transferase U8","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017670.1,675,chr4:27072466..27073514,1e-08,"Putative Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017720.1,663,chr4:27090510..27091583,1e-08,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc03v2_t003390.1,675,chr3:3739590..3740734,1e-08,"Putative Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017710.2,636,chr4:27088813..27089824,5e-08,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017770.1,660,chr4:27121044..27125237,5e-08,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017710.1,633,chr4:27088813..27089827,5e-08,"Probable glutathione S-transferase","Gene Report JBrowse"
AT1G10370.1,684,Tc05v2_t002430.1,687,chr5:1272375..1273561,2e-07,"Glutathione S-transferase U8","Gene Report JBrowse"
AT1G10370.1,684,Tc03v2_t007180.1,702,chr3:21343110..21343938,2e-07,"Glutathione S-transferase U9","Gene Report JBrowse"
AT1G10370.1,684,Tc04v2_t017780.1,687,chr4:27125747..27126944,2e-06,"Putative Glutathione transferase GST 23","Gene Report JBrowse"
AT1G11755.1,765,Tc02v2_t010240.1,768,chr2:6245856..6249325,1e-35,"Undecaprenyl pyrophosphate synthetase family protein, putative","Gene Report JBrowse"
AT1G12480.1,1671,Tc03v2_t022100.1,1737,chr3:33440622..33443006,0.0,"Guard cell S-type anion channel SLAC1","Gene Report JBrowse"
AT1G12480.1,1671,Tc03v2_t015650.1,1806,chr3:29366654..29370902,2e-29,"S-type anion channel SLAH3","Gene Report JBrowse"
AT1G15360.1,600,Tc06v2_t001850.1,573,chr6:1955497..1957082,4e-53,"Ethylene-responsive transcription factor WIN1","Gene Report JBrowse"
AT1G15360.1,600,Tc09v2_t002240.1,609,chr9:1344560..1345931,1e-40,"Ethylene-responsive transcription factor SHINE 3","Gene Report JBrowse"
AT1G15360.1,600,Tc09v2_t010920.1,603,chr9:6865618..6866917,3e-29,"Ethylene-responsive transcription factor WIN1","Gene Report JBrowse"
AT1G15360.1,600,Tc08v2_t009280.1,1137,chr8:5455889..5457975,2e-07,"Ethylene-responsive transcription factor RAP2-4","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t006380.2,4308,chr6:14390982..14398318,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t006380.1,4425,chr6:14390800..14398466,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t006310.1,4392,chr6:13944875..13953028,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t012600.1,4353,chr9:8590751..8598230,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t012560.1,4344,chr9:8554950..8562487,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t012570.1,4347,chr9:8562992..8570598,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t006390.1,4341,chr6:14555470..14564805,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t005660.2,3741,chr6:11675982..11683830,0.0,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t005660.3,3504,chr6:11675982..11682424,0.0,"ABC transporter G family member 36","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t010100.1,4158,chr9:6290592..6297408,8e-180,"ABC transporter G family member 38","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t024170.1,4359,chr9:34556250..34563652,3e-166,"Pleiotropic drug resistance protein 2","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t008110.1,4554,chr6:18137666..18146505,1e-164,"ABC transporter G family member 36","Gene Report JBrowse"
AT1G15520.1,4272,Tc05v2_t007250.1,4383,chr5:5162670..5170845,2e-161,"ABC transporter G family member 34","Gene Report JBrowse"
AT1G15520.1,4272,Tc10v2_t008460.1,4452,chr10:9064608..9072944,4e-158,"Pleiotropic drug resistance protein 2","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t005660.1,3666,chr6:11675982..11683830,1e-157,"Pleiotropic drug resistance protein 1","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t008120.1,4410,chr6:18184295..18196378,3e-140,"ABC transporter G family member 35","Gene Report JBrowse"
AT1G15520.1,4272,Tc06v2_t004120.1,4359,chr6:5905536..5914397,1e-127,"ABC transporter G family member 39","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t010040.1,4263,chr9:6236764..6247080,1e-127,"ABC transporter G family member 32","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t013330.1,4209,chr9:9323603..9333329,4e-94,"Pleiotropic drug resistance protein 3","Gene Report JBrowse"
AT1G15520.1,4272,Tc09v2_t025300.1,4314,chr9:35414060..35425329,2e-92,"ABC transporter G family member 31","Gene Report JBrowse"
